time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1.08,     2.150,    -0.888,     0.562   789.279   2834.229   529.426   1105.122
1.14,     2.083,    -1.525,     0.028   2163.889   1631.552   660.774   2415.974
1.20,     1.977,    -1.848,     0.000   2616.920   1533.225   497.918   2562.808
0.06,     0.035,     0.063,     1.149   1497.838   1359.724   783.405   1910.486
0.12,     0.272,     0.078,     1.472   1160.266   2539.176   523.323   1543.007
0.18,     0.512,    -0.009,     1.867   2166.596   1203.602   696.792   1615.326
0.24,     0.596,    -0.099,     2.418   1235.216   1865.312   882.707   1870.184
0.30,     0.393,    -0.221,     3.056   1348.959   521.881   833.647   1250.179
0.36,     0.079,    -0.385,     3.677   703.534   844.111   498.174   966.206
0.42,    -0.239,    -0.551,     4.285   354.518   675.299   623.626   1108.999
0.48,    -0.532,    -0.731,     4.854   182.939   524.655   485.024   947.583
0.54,    -0.825,    -0.892,     5.376    81.205   193.012   524.216   450.335
0.60,    -1.125,    -1.059,     5.857    92.883    48.932   400.587   166.691
0.66,    -1.423,    -1.225,     6.304    15.375   367.099   261.974   152.563
0.72,    -1.723,    -1.391,     6.713    17.565    52.103   287.189   160.535
0.78,    -2.022,    -1.555,     7.089     6.460    70.983   207.373    93.866
0.84,    -2.323,    -1.720,     7.428     3.635    27.730   192.137   120.017
0.90,    -2.620,    -1.885,     7.732     5.962     5.211   145.833    30.907
0.96,    -2.917,    -2.051,     8.001     2.561    12.154   125.277    33.967
1.02,    -3.216,    -2.217,     8.235     1.037    52.166   119.879    14.362
1.08,    -3.517,    -2.383,     8.436     2.210     1.406    88.890     6.670
1.14,    -3.815,    -2.547,     8.600     1.521     1.736   114.631     4.428
1.20,    -4.111,    -2.712,     8.728     0.903     1.825   135.345     3.563
1.26,    -4.405,    -2.876,     8.821     0.790     1.016    56.681     3.491
1.32,    -4.698,    -3.039,     8.877     0.440     0.988    70.458     2.505
1.38,    -4.990,    -3.201,     8.898     0.100     0.614    76.481     1.713
1.44,    -5.284,    -3.362,     8.882     0.401     0.990    82.359     1.800
1.50,    -5.583,    -3.522,     8.831    -0.034     0.746    87.183     1.289
1.56,    -5.883,    -3.683,     8.744    -0.094     0.691    94.416     1.197
1.62,    -6.185,    -3.845,     8.620     0.153     0.741   103.906     1.053
1.68,    -6.489,    -4.009,     8.461     0.008     0.916   116.709     0.802
1.74,    -6.796,    -4.175,     8.266     0.070     1.016   130.485     0.744
1.80,    -7.105,    -4.341,     8.035     0.620    -0.415   110.576     0.237
1.86,    -7.416,    -4.509,     7.768     0.588    -0.417    99.586    -0.128
1.92,    -7.732,    -4.677,     7.463     0.866    -0.524    72.313    -0.567
1.98,    -8.051,    -4.847,     7.120     1.376    -0.559    91.294    -0.775
2.04,    -8.373,    -5.019,     6.738     2.009    -0.260   113.099    -1.008
2.10,    -8.697,    -5.196,     6.320     3.229     0.054   136.247    -0.613
2.16,    -9.020,    -5.375,     5.869     4.267     0.231   165.918    -0.353
2.22,    -9.339,    -5.552,     5.387     5.122     0.391   204.509    -0.175
2.28,    -9.655,    -5.729,     4.867     4.454     0.810   198.382    -0.328
2.34,    -9.966,    -5.906,     4.314     6.651     0.858   211.513    -0.049
2.40,   -10.275,    -6.081,     3.729     7.163     0.871   240.088    -0.012
2.46,   -10.580,    -6.255,     3.112     6.042     0.505   255.664     0.120
2.52,   -10.880,    -6.428,     2.464     9.219     0.622   265.728     0.315
2.58,   -11.173,    -6.601,     1.785    12.400     0.433   294.213     0.543
2.64,   -11.462,    -6.773,     1.073    13.449    -0.245   292.137     0.749
2.70,   -11.744,    -6.944,     0.329    14.082    -0.079   322.086     0.602
2.76,   -12.021,    -7.109,     0.000    14.006    -0.239   331.941     0.692
0.06,    -0.057,     0.043,     1.113   1997.888   1575.077   769.008   2118.909
0.12,    -0.279,     0.159,     1.118   1411.575   2181.815   751.021   1517.161
0.18,    -0.576,     0.243,     1.142   2333.593   1153.528   499.568   2100.502
0.24,    -1.127,     0.400,     1.280   2439.914   961.523   533.595   2149.579
0.30,    -1.458,     0.595,     1.311   1188.881   2341.744   691.349   955.132
0.36,    -1.647,     0.795,     1.259   742.235   1994.270   678.291   836.102
0.42,    -1.872,     1.041,     1.166   2005.387   1331.951   685.764   1516.722
0.48,    -2.204,     1.299,     1.131   2145.456   691.051   651.758   871.350
0.54,    -2.502,     1.340,     1.073   1896.696   867.334   444.522   1345.217
0.60,    -2.817,     1.434,     1.077   2112.654   493.164   735.250   839.419
0.66,    -3.085,     1.571,     1.008   1058.278   1084.867   763.154   731.536
0.72,    -3.356,     1.709,     0.963   1046.327   508.614   823.426   508.950
0.78,    -3.690,     1.819,     0.956   1355.498   603.670   817.096   589.876
0.84,    -4.003,     1.958,     0.873   530.143   1179.688   697.714   247.427
0.90,    -4.312,     2.080,     0.687   1031.197   467.906   681.707   390.263
0.96,    -4.569,     2.188,     0.410   430.223   1282.235   743.896   232.741
1.02,    -4.795,     2.297,     0.045   1159.119   377.793   689.994   245.936
1.08,    -5.001,     2.406,     0.000   624.036   426.036   722.001   155.948
0.06,    -0.055,    -0.115,     1.219   2272.358   1666.583   767.865   2375.868
0.12,    -0.121,    -0.381,     1.347   966.961   2523.042   538.390   1170.931
0.18,    -0.370,    -0.641,     1.579   2524.156   237.775   356.993   864.870
0.24,    -0.644,    -1.000,     1.737   2624.236   855.551   470.398   2070.873
0.30,    -0.995,    -1.240,     1.773   910.223   1254.607   662.082   1323.374
0.36,    -1.249,    -1.491,     1.699   1762.163   1288.592   648.467   1234.269
0.42,    -1.486,    -1.662,     1.563   1616.650   752.141   565.583   1239.489
0.48,    -1.764,    -1.754,     1.373   1934.235   532.498   607.710   935.365
0.54,    -2.072,    -1.798,     1.095   1794.446   778.734   779.506   1074.745
0.60,    -2.212,    -1.761,     0.771   1020.633   1422.852   684.701   807.674
0.66,    -2.260,    -1.692,     0.391   1419.666   605.463   441.184   1027.476
0.72,    -2.227,    -1.731,     0.092   2568.308   386.393   468.630   763.312
0.78,    -2.062,    -1.912,     0.000   2338.162   869.735   518.233   935.359
0.06,    -0.094,    -0.103,     1.132   2421.540   1737.720   753.494   2440.134
0.12,    -0.367,    -0.332,     1.350   1898.257   1769.083   566.554   1506.698
0.18,    -0.915,    -0.674,     1.639   2512.054   1368.488   629.087   1840.085
0.24,    -1.561,    -0.966,     1.889   1311.223   1696.089   685.437   1398.811
0.30,    -2.450,    -1.287,     2.141   2097.610   396.983   639.977   1095.874
0.36,    -3.300,    -1.530,     2.386   580.733   805.049   667.745   755.866
0.42,    -4.173,    -1.756,     2.601   1190.678   129.373   490.889   498.347
0.48,    -5.042,    -1.997,     2.789   515.791   104.426   712.938   373.066
0.54,    -5.918,    -2.234,     2.945   550.059    17.936   411.288   145.392
0.60,    -6.802,    -2.470,     3.062   102.315    20.051   494.552   134.177
0.66,    -7.685,    -2.703,     3.147   220.482     8.982   430.044    75.543
0.72,    -8.587,    -2.938,     3.198   182.668     2.564   341.830    39.042
0.78,    -9.489,    -3.175,     3.213   116.828     1.114   209.520    17.624
0.84,   -10.405,    -3.417,     3.192    94.749     0.691   398.905    18.546
0.90,   -11.329,    -3.660,     3.140   227.006     0.418   280.180    13.186
0.96,   -12.271,    -3.900,     3.049    72.496     0.666   336.021     7.657
1.02,   -13.215,    -4.139,     2.918    30.389     0.325   248.271     3.734
1.08,   -14.145,    -4.375,     2.755   134.373     0.368   272.729     6.420
1.14,   -15.085,    -4.601,     2.553   106.909     0.457   238.273     3.289
1.20,   -16.054,    -4.831,     2.321    98.038     0.590   230.379     2.351
1.26,   -17.043,    -5.062,     2.056   106.698     0.179   218.831     1.674
1.32,   -18.056,    -5.295,     1.758   201.393     0.361   125.239     1.232
1.38,   -19.085,    -5.531,     1.432   251.046     0.373    95.718     0.902
1.44,   -20.093,    -5.766,     1.089   322.767     0.200    74.141     0.375
1.50,   -21.095,    -5.989,     0.710   220.855     0.113    88.116     0.431
1.56,   -22.105,    -6.204,     0.293   516.758     0.478    35.407     0.364
1.62,   -23.112,    -6.422,     0.000   490.091     0.402    38.184    -0.101
0.06,    -0.143,     0.044,     1.261   2466.825   1752.304   737.804   2484.524
0.12,    -0.321,     0.083,     1.648   1836.650   2030.092   590.619   1583.723
0.18,    -0.371,     0.099,     1.828   1931.397   1043.575   655.302   1506.808
0.24,    -0.171,    -0.052,     1.957   1614.803   1815.296   640.676   1446.483
0.30,     0.109,    -0.197,     2.095   1423.507   1107.500   328.718   2065.669
0.36,     0.205,    -0.357,     2.320   2162.035   392.434   396.317   1393.284
0.42,     0.171,    -0.598,     2.584   1165.563   713.445   616.264   1270.370
0.48,     0.116,    -0.827,     2.758   450.502   1289.671   564.874   1382.208
0.54,     0.032,    -1.122,     2.897   1851.138   294.523   347.327   1163.851
0.60,     0.020,    -1.564,     3.021   473.082   1090.254   474.905   1423.868
0.66,    -0.019,    -2.110,     3.106   939.097   349.003   384.981   906.982
0.72,    -0.051,    -2.673,     3.148   390.019   379.917   525.756   788.757
0.78,    -0.055,    -3.222,     3.120   124.442   1484.765   320.260   1145.727
0.84,    -0.025,    -3.765,     2.996   623.332   439.155   417.589   964.483
0.90,     0.007,    -4.321,     2.850   1483.328   554.875   327.521   1223.509
0.96,     0.109,    -4.853,     2.615   222.123   1050.463   540.486   908.739
1.02,     0.305,    -5.419,     2.324   519.831   1001.761   430.880   1449.870
1.08,     0.396,    -5.934,     2.028   1974.695   706.457   451.922   1334.012
1.14,     0.538,    -6.428,     1.689   1334.864   693.876   510.146   1277.416
1.20,     0.612,    -6.834,     1.327   2275.509   346.896   278.664   1151.657
1.26,     0.807,    -7.201,     0.923   1297.115   1050.855   588.263   1026.542
1.32,     0.982,    -7.589,     0.429   2324.473   1409.691   329.123   1056.377
1.38,     1.075,    -7.961,     0.000   1979.805   774.037   482.880   894.667
0.06,    -0.186,     0.040,     1.245   2587.186   1789.679   715.370   2558.998
0.12,    -0.555,     0.440,     1.499   2659.030   826.440   453.386   1776.256
0.18,    -0.623,     0.727,     1.710   2236.065   1621.153   551.163   1437.752
0.24,    -0.692,     0.953,     1.908   2087.750   650.557   532.113   1349.199
0.30,    -0.780,     1.078,     1.949   2307.064   858.424   507.313   1473.088
0.36,    -0.729,     1.237,     1.918   1593.833   1007.759   634.902   1222.637
0.42,    -0.846,     1.282,     1.781   2819.033   821.896   414.238   1257.942
0.48,    -1.317,     1.372,     1.441   2234.708   657.943   445.696   950.646
0.54,    -1.952,     1.449,     0.846   2934.963   755.453   443.545   1187.920
0.60,    -2.527,     1.439,     0.203   2376.932   853.161   533.740   1262.472
0.66,    -2.922,     1.384,     0.000   3333.239   160.852   253.271   528.614
0.06,    -0.117,    -0.011,     1.129   2692.611   1784.625   709.132   2559.577
0.12,    -0.375,     0.021,     1.243   2804.065   1056.306   521.324   1525.980
0.18,    -0.575,    -0.096,     1.311   2225.271   1178.894   563.589   1611.821
0.24,    -1.026,    -0.283,     1.230   2805.947   1047.572   520.175   1673.425
0.30,    -1.937,    -0.452,     1.016   3115.996   359.216   291.859   891.034
0.36,    -2.765,    -0.623,     0.628   1195.925   932.306   545.892   1024.633
0.42,    -3.476,    -0.818,     0.289   2748.764   476.769   483.570   743.648
0.48,    -3.907,    -0.899,     0.000   2736.110   418.275   437.073   425.635
0.06,     0.062,     0.118,     1.392   2784.072   1729.109   699.546   2554.345
0.12,     0.077,     0.445,     2.238   2987.150   1230.067   411.310   1701.964
0.18,     0.068,     1.014,     3.153   1588.133   1093.749   537.579   1854.163
0.24,     0.222,     1.626,     3.961   216.171   1396.410   333.703   1385.427
0.30,     0.379,     2.176,     4.801   1081.628   396.680   189.015   1102.876
0.36,     0.482,     2.709,     5.624   178.095   526.046   257.608   330.502
0.42,     0.577,     3.237,     6.410    90.799   198.035   169.082   421.677
0.48,     0.671,     3.771,     7.167     2.242   220.679   123.166   355.730
0.54,     0.762,     4.300,     7.888     0.806   253.944    62.984   220.212
0.60,     0.852,     4.828,     8.581     1.314    69.900    49.331    51.199
0.66,     0.943,     5.352,     9.238     0.457    80.545    33.324    47.796
0.72,     1.033,     5.880,     9.870    -0.088    75.531    19.302    50.724
0.78,     1.117,     6.406,    10.468     0.008    76.272    11.309    37.017
0.06,     0.033,    -0.115,     1.314   2870.901   1624.848   696.234   2485.345
0.12,    -0.252,    -0.399,     1.804   3049.340   681.474   310.097   1520.404
0.18,    -0.588,    -0.743,     2.215   2802.436   861.374   314.704   1794.962
0.24,    -0.766,    -0.872,     2.469   2176.378   918.045   524.084   1585.428
0.30,    -1.130,    -0.947,     2.770   2493.159   464.240   342.990   1362.535
0.36,    -1.660,    -1.057,     3.107   2335.398   416.532   329.927   1092.225
0.42,    -2.135,    -1.122,     3.510   529.400   501.218   411.305   906.194
0.48,    -2.581,    -1.184,     3.884   717.568   132.121   278.038   539.689
0.54,    -3.098,    -1.231,     4.197   2125.909    36.597   173.151   150.134
0.60,    -3.685,    -1.236,     4.447   616.961    33.673   149.208   294.048
0.66,    -4.267,    -1.244,     4.666   100.569    22.798   189.008    98.159
0.72,    -4.854,    -1.265,     4.847   933.434     2.199   132.694    49.170
0.78,    -5.435,    -1.284,     4.998   206.528     2.494   156.486    53.990
0.84,    -6.020,    -1.339,     5.120   1270.309     0.619    72.421    17.299
0.90,    -6.601,    -1.423,     5.200   329.729     0.621    92.963    18.031
0.96,    -7.179,    -1.509,     5.246   383.263     0.467    66.040    11.370
1.02,    -7.761,    -1.594,     5.255   156.104     0.364    60.334     5.494
1.08,    -8.346,    -1.656,     5.178   1737.348     0.173    27.951     1.770
1.14,    -8.885,    -1.696,     5.060   770.554     0.568    30.629     1.761
1.20,    -9.412,    -1.717,     4.879   1514.294     0.299    14.122     0.436
1.26,    -9.922,    -1.729,     4.655   716.711     0.503    22.181     0.199
1.32,   -10.555,    -1.927,     4.336   3195.392     0.821    13.591     0.253
1.38,   -11.105,    -2.440,     4.026   2759.220     0.751    15.012     0.271
1.44,   -11.508,    -3.106,     3.812   2826.461     0.302    11.687     0.128
1.50,   -12.236,    -3.810,     3.713   3330.044     0.126     6.259    -0.168
1.56,   -13.249,    -4.557,     3.494   3424.741     0.317     3.871    -0.611
1.62,   -14.218,    -5.308,     3.189   3336.060     0.260     2.371    -0.345
1.68,   -15.266,    -6.084,     2.839   3446.977     0.410     1.387    -0.363
1.74,   -16.383,    -6.831,     2.446   3453.748     0.316     1.112    -0.643
1.80,   -17.410,    -7.617,     2.016   3484.224     0.286     0.631    -0.385
1.86,   -18.571,    -8.373,     1.539   3569.869     0.081    -0.069    -0.368
1.92,   -19.788,    -9.174,     1.030   3570.518     0.311    -0.086     0.002
1.98,   -20.909,    -9.882,     0.351   3589.699     0.297     0.052     0.256
2.04,   -21.986,   -10.573,     0.000   3594.281    -0.159     0.044     0.103
0.06,    -0.117,    -0.019,     1.076   2968.152   1521.094   667.299   2466.069
0.12,    -0.466,    -0.135,     1.113   3165.540   937.668   228.501   1495.899
0.18,    -0.791,    -0.033,     1.248   1438.533   1444.075   405.822   332.535
0.24,    -1.356,     0.027,     1.355   2978.908   1187.563   320.062   780.005
0.30,    -1.825,    -0.018,     1.445   1597.084   885.596   415.105   800.963
0.36,    -2.232,    -0.099,     1.471   2772.976   827.445   348.474   1056.821
0.42,    -2.634,    -0.180,     1.397   2387.727   318.687   185.895   263.696
0.48,    -2.942,    -0.271,     1.355   3220.403   152.500   147.333   300.774
0.54,    -3.639,    -0.194,     1.347   3313.336   127.339   165.237   203.353
0.60,    -4.338,    -0.006,     1.346   3346.151    76.570   121.691   222.029
0.66,    -5.083,     0.098,     1.456   3425.032    13.359   105.127   104.562
0.72,    -5.856,     0.121,     1.586   2966.360    12.072   121.433    45.641
0.78,    -6.712,     0.051,     1.438   3224.770     2.835    71.621    23.775
0.84,    -7.529,    -0.200,     1.143   3372.122     1.157    33.862     8.318
0.90,    -8.259,    -0.724,     0.817   3320.495     1.007    27.839     3.942
0.96,    -8.822,    -1.175,     0.343   3451.625     0.313    24.635     3.038
1.02,    -9.301,    -1.670,     0.000   3516.243    -0.178    12.940     2.685
0.06,     0.031,     0.066,     1.416   3000.666   1519.935   647.331   2543.947
0.12,    -0.125,     0.094,     2.162   3028.329   1684.328   325.769   982.810
0.18,    -0.178,     0.194,     3.099   2822.367   1186.528   373.524   1179.692
0.24,    -0.177,     0.518,     3.989   1065.414   837.568   352.476   956.378
0.30,    -0.224,     0.833,     4.878   1390.529   412.186   201.697   194.991
0.36,    -0.298,     1.165,     5.750   283.279   225.484   151.197   160.131
0.42,    -0.367,     1.496,     6.592    31.434   136.526   126.175   285.352
0.48,    -0.434,     1.824,     7.403    54.919    20.621    47.766    24.482
0.54,    -0.497,     2.155,     8.169    10.787    15.156    35.693    10.713
0.60,    -0.558,     2.486,     8.901     0.991     9.207    25.013    12.880
0.66,    -0.619,     2.816,     9.595     1.513     3.936    12.576     0.618
0.72,    -0.679,     3.141,    10.252     2.315     0.890     8.049     1.446
0.06,    -0.202,     0.018,     1.257   3006.577   1511.145   642.300   2500.938
0.12,    -0.577,     0.237,     1.399   2608.467   1199.522   260.864   912.887
0.18,    -0.889,     0.702,     1.410   2767.566   1708.989   402.428   1474.556
0.24,    -1.324,     1.495,     1.516   3005.156   1500.747   342.140   1405.503
0.30,    -1.602,     2.341,     1.870   2957.999   1047.100   155.287   323.653
0.36,    -2.025,     3.348,     2.079   2782.461   922.468   261.900   796.079
0.42,    -2.794,     4.392,     2.117   2882.342   605.405   327.204   798.767
0.48,    -3.640,     5.473,     2.018   2598.009   504.752   183.398   128.144
0.54,    -4.565,     6.390,     1.949   2503.691   248.191   220.718   104.802
0.60,    -5.674,     7.379,     1.897   3032.706   113.835    63.663    14.428
0.66,    -6.764,     8.426,     1.881   3142.971    20.846   120.431    27.235
0.72,    -7.712,     9.563,     1.907   2373.089    24.879   120.030    15.487
0.78,    -8.730,    10.736,     1.999   3036.167     1.367    63.641     6.710
0.84,    -9.977,    11.865,     1.945   3098.745     0.477    32.722     1.794
0.90,   -11.511,    12.843,     1.699   3336.142    -0.326    13.017     0.472
0.96,   -13.224,    13.996,     1.513   3326.147    -0.403     4.676     0.068
1.02,   -15.001,    15.163,     1.343   3496.856    -0.282     3.651     0.090
1.08,   -16.720,    16.405,     1.052   3470.688    -0.027     1.607     0.166
1.14,   -18.614,    17.682,     0.797   3526.025     0.105     0.679     0.004
1.20,   -20.541,    18.884,     0.537   3530.801     0.252     0.910     0.175
1.26,   -22.420,    20.131,     0.248   3579.271     0.627     0.516     0.101
1.32,   -24.372,    21.251,     0.068   3590.257     0.469     0.319     0.179
1.38,   -26.353,    22.340,     0.000   3594.630     0.466     0.521    -0.245
0.06,     0.128,     0.025,     1.302   2986.113   1639.888   655.005   2467.397
0.12,     0.411,     0.246,     1.533   2946.415   2120.443   256.746   731.010
0.18,     0.385,     0.357,     1.560   2155.701   2275.923   396.728   601.184
0.24,    -0.062,     0.226,     1.498   2901.796   1723.162   402.982   1515.357
0.30,    -0.446,    -0.072,     1.698   3225.878   1784.960   185.730   1557.670
0.36,    -0.793,    -0.162,     2.157   2555.110   2037.218   344.926   650.235
0.42,    -1.021,    -0.358,     2.539   2113.851   1366.022   384.199   943.753
0.48,    -1.520,    -0.496,     2.955   2853.814   1027.934   246.792   1246.089
0.54,    -2.135,    -0.745,     3.384   1408.910   1051.089   291.777   410.312
0.60,    -2.772,    -1.030,     3.843   1884.732   507.055    95.078   194.388
0.66,    -3.345,    -1.366,     4.243   1478.884    66.979   138.634   166.493
0.72,    -3.914,    -1.713,     4.595   977.207    90.658    87.718   200.325
0.78,    -4.450,    -2.092,     4.958   1833.398     4.239    52.413    33.929
0.84,    -4.926,    -2.460,     5.306   1369.352     4.547    28.986     4.111
0.90,    -5.366,    -2.834,     5.625   368.420     6.117    39.838     8.237
0.96,    -5.808,    -3.210,     5.911   251.675     2.683    23.949     4.475
1.02,    -6.265,    -3.578,     6.164   951.719     0.105     8.386     0.742
1.08,    -6.722,    -3.949,     6.370   257.981     0.412    14.863     1.992
1.14,    -7.181,    -4.323,     6.541   534.044     0.305     7.538     1.145
1.20,    -7.651,    -4.691,     6.678   1382.627     0.086     3.712     0.579
1.26,    -8.107,    -5.049,     6.770   188.383     0.231     5.832     0.736
1.32,    -8.567,    -5.407,     6.830   426.274     0.385     2.276     0.628
1.38,    -9.044,    -5.764,     6.856   867.464     0.080     1.774     0.599
1.44,    -9.517,    -6.126,     6.849   1075.415    -0.065     1.596     0.587
1.50,   -10.023,    -6.476,     6.824   1661.733     0.025     0.590     0.436
1.56,   -10.528,    -6.812,     6.784   765.203    -0.009     0.824     0.485
1.62,   -11.099,    -7.300,     6.685   2709.827     0.336     0.240     0.602
1.68,   -11.629,    -7.891,     6.546   1231.457     0.383     0.476    -0.024
1.74,   -12.184,    -8.484,     6.362   1541.171     0.138    -0.037    -0.322
1.80,   -12.735,    -9.041,     6.075   1672.996    -0.199     0.078    -0.043
1.86,   -13.200,    -9.594,     5.723   2628.100    -0.244     0.031    -0.077
1.92,   -13.829,   -10.140,     5.476   3450.476     0.124     0.041    -0.227
1.98,   -14.570,   -10.654,     5.333   3517.230     0.137     0.271    -0.160
2.04,   -15.299,   -11.101,     5.250   3549.004     0.362     0.376    -0.315
2.10,   -16.011,   -11.523,     5.168   3551.815     0.338     0.265    -0.232
2.16,   -16.758,   -11.978,     5.038   3566.539     0.585     0.290    -0.377
2.22,   -17.445,   -12.350,     4.894   3574.005     0.610     0.144    -0.166
2.28,   -18.131,   -12.578,     4.728   3581.795     0.287    -0.032    -0.355
2.34,   -18.810,   -12.742,     4.533   3579.300     0.053    -0.339    -0.599
2.40,   -19.562,   -12.820,     4.277   3586.147     0.226    -0.186    -0.366
2.46,   -20.437,   -12.830,     3.963   3593.051     0.139    -0.275    -0.307
2.52,   -21.358,   -12.815,     3.604   3593.580    -0.088    -0.220    -0.356
2.58,   -22.309,   -12.781,     3.194   3596.678     0.054    -0.152    -0.437
2.64,   -23.266,   -12.733,     2.739   3596.604    -0.198     0.083    -0.369
2.70,   -24.222,   -12.684,     2.250   3597.974    -0.592    -0.285    -0.321
2.76,   -25.195,   -12.634,     1.728   3598.754    -0.330    -0.062    -0.381
2.82,   -26.181,   -12.577,     1.154   3599.128    -0.096     0.031    -0.317
2.88,   -27.161,   -12.519,     0.535   3599.477     0.021    -0.085    -0.202
2.94,   -28.145,   -12.461,     0.000   3599.813     0.067    -0.070    -0.141
0.06,    -0.104,    -0.018,     1.229   2935.188   1861.161   657.763   2287.173
0.12,    -0.268,     0.202,     1.427   2914.806   2463.074   353.388   1292.216
0.18,    -0.502,     0.494,     1.465   3040.444   2285.618   295.698   954.321
0.24,    -0.915,     1.283,     1.515   2962.252   2256.397   241.876   1240.955
0.30,    -1.852,     2.188,     1.788   3209.562   1290.519   323.226   1049.524
0.36,    -3.268,     2.949,     2.118   3243.644   1676.644   159.556   407.799
0.42,    -4.475,     3.566,     2.289   2258.845   1970.362   209.962   244.497
0.48,    -5.764,     4.137,     2.324   3155.040   156.714    80.107    32.579
0.54,    -7.520,     4.733,     2.255   3413.103    47.070    28.285     3.661
0.60,    -9.380,     5.353,     2.072   3393.195    22.595     9.159     1.252
0.66,   -11.313,     5.818,     1.902   3444.299     0.248     4.028     0.921
0.72,   -13.329,     6.149,     1.772   3559.506    -0.354     0.980     0.497
0.78,   -15.352,     6.812,     1.535   3576.109    -0.655     0.559     0.291
0.84,   -17.267,     7.688,     1.194   3584.858    -0.625     0.925     0.071
0.90,   -19.143,     8.824,     0.951   3594.580    -0.611     0.555     0.116
0.96,   -21.008,    10.022,     0.737   3596.486    -0.574     0.549    -0.015
1.02,   -22.893,    11.266,     0.463   3597.441    -0.532     0.007    -0.301
1.08,   -24.832,    12.490,     0.130   3598.718    -0.137    -0.132    -0.120
1.14,   -26.835,    13.723,     0.000   3599.558    -0.126     0.050    -0.245
0.06,     0.132,     0.029,     1.249   2936.855   2020.429   630.733   2310.879
0.12,     0.310,    -0.165,     1.675   3248.626   2759.308   184.062   2596.124
0.18,     0.229,    -0.899,     2.150   3185.511   2286.732   320.204   2196.697
0.24,     0.302,    -1.866,     2.545   3039.850   2338.163   250.637   2390.870
0.30,     0.182,    -2.818,     3.450   2281.188   2385.873   179.920   664.460
0.36,    -0.113,    -3.881,     4.247   2569.928   1387.920   295.948   2095.919
0.42,    -0.539,    -4.813,     5.048   2630.066   250.457    81.384   261.437
0.48,    -1.037,    -5.828,     5.708   879.892   312.416   109.123   309.574
0.54,    -1.548,    -6.843,     6.339   807.509    41.883    55.192    41.173
0.60,    -2.056,    -7.857,     6.940   222.113    30.317    23.765    14.422
0.66,    -2.568,    -8.867,     7.507    94.555    25.726    18.820     9.314
0.72,    -3.081,    -9.869,     8.045   280.416     3.367     4.325     1.142
0.78,    -3.590,   -10.873,     8.548   155.039     0.620     1.890     0.744
0.84,    -4.104,   -11.904,     9.012    36.587     0.466     1.894     0.522
0.90,    -4.632,   -12.959,     9.452    10.905    -0.393     0.864     0.432
0.96,    -5.166,   -14.028,     9.861    49.054    -0.597    -0.020    -0.202
1.02,    -5.695,   -15.089,    10.236   130.591    -0.730    -0.235    -0.266
0.06,    -0.231,     0.018,     1.290   2946.492   2174.173   585.662   2420.235
0.12,    -0.545,    -0.047,     1.553   3210.985   2503.809   232.445   1717.011
0.18,    -0.369,    -0.240,     1.881   2798.826   2640.291   293.878   1719.639
0.24,    -0.278,    -0.566,     2.404   3073.953   2273.584   265.207   1727.138
0.30,    -0.456,    -1.433,     3.047   3018.782   1862.338   337.695   1764.568
0.36,    -0.473,    -2.311,     3.569   2224.248   1968.164   335.460   1744.559
0.42,    -0.644,    -3.181,     4.162   2168.720   1681.555   202.032   1273.454
0.48,    -0.833,    -4.157,     4.717   1591.952   427.506   142.404   519.943
0.54,    -0.961,    -5.118,     5.248   918.556   433.728   121.287   208.513
0.60,    -1.078,    -6.084,     5.769   268.674   293.440    72.856   254.200
0.66,    -1.189,    -7.046,     6.254   302.170   337.483    48.493    84.875
0.72,    -1.314,    -8.008,     6.700   1187.338    62.377    11.790     8.872
0.78,    -1.439,    -8.977,     7.115    51.451    86.626    37.855    86.496
0.84,    -1.564,    -9.946,     7.492   585.896    31.563     5.578    -0.053
0.90,    -1.695,   -10.917,     7.833   162.780     9.348     6.846     3.727
0.96,    -1.818,   -11.896,     8.141    86.079     8.196     5.458     0.884
1.02,    -1.943,   -12.892,     8.422    17.789     8.573     4.429     2.199
1.08,    -2.063,   -13.903,     8.673   110.058    10.691     1.472     0.526
1.14,    -2.178,   -14.911,     8.897    95.461     2.732     1.849     0.276
1.20,    -2.298,   -15.930,     9.081    22.488    10.184     1.894     1.431
1.26,    -2.419,   -16.966,     9.229    11.501    12.346     0.865     1.064
1.32,    -2.536,   -17.990,     9.346    23.061     1.937     0.618     0.399
1.38,    -2.660,   -19.003,     9.436     3.488     2.810     1.236     0.929
1.44,    -2.785,   -19.998,     9.495    74.896     2.033     0.416    -0.269
1.50,    -2.906,   -20.979,     9.515    38.997     1.994     0.359    -0.253
1.56,    -3.013,   -21.976,     9.492    22.847     2.731     0.469     0.048
1.62,    -3.123,   -23.017,     9.437    14.804     3.241     0.302    -0.061
1.68,    -3.246,   -24.088,     9.353    11.933     4.048     0.059     0.177
1.74,    -3.375,   -25.180,     9.230    11.111     4.833    -0.194     0.111
1.80,    -3.507,   -26.299,     9.066    11.091     5.939    -0.090     0.400
1.86,    -3.637,   -27.445,     8.870     9.639     5.915    -0.257     0.280
1.92,    -3.766,   -28.610,     8.653     8.320     1.067     0.084     0.365
1.98,    -3.890,   -29.779,     8.421    10.933     1.346    -0.171     0.560
